paragraph,predict_label,count,different,empty,diff rate,empty rate
business functional and regional leaders have closely monitored,3,26,diff,empty,,
developments Weve followed US Centers for Disease Control and,2,26,diff,empty,,
World Health Organization guidelines along with local and regional,2,6,diff,,,
mandates With input from our medical consultant weve responded,12,26,diff,empty,,
Because we all have a role in protecting the health and safety,9,6,diff,,,
of ourselves each other and our communities we encouraged,10,26,diff,empty,,
everyone to get a COVID19 vaccine as they became available The,2,26,diff,empty,,
scientific community has declared vaccines safe and the most,14,10,diff,,,
effective means to keeping people healthy and to enabling us to return to more inperson interactions,2,26,diff,empty,,
Our 027 Recordable Case Rate RCR per 100 employees remained bestinclass as compared to industry performance,11,8,diff,,,
We tried to make it as easy as possible for our employees to get,8,26,diff,empty,,
vaccines including providing an additional eight hours of paid time,11,26,diff,empty,,
off to schedule a vaccine appointment We hosted onsite vaccina,2,26,diff,empty,,
tion clinics and provided transportation to clinics in India Mexico,2,17,diff,,,
and the Dominican Republic To increase vaccine rates in the US,16,26,diff,empty,,
where a large population of our employees work we provided a,11,26,diff,empty,,
200 discount on 2022 medical premiums to vaccinated partici,2,26,diff,empty,,
Recordable workrelated injury or illness requiring more than first aid,9,9,,,,
India COVID19 relief efforts We have 1500 employees in India a country that was,9,26,diff,empty,,
especially hard hit with a surge in COVID19 infections in,18,26,diff,empty,,
April 2021 As oxygen therapy emerged as a primary treatment,6,20,diff,,,
method we provided 25 oxygen concentrators for our employees,9,26,diff,empty,,
and their families to use Additionally we donated 40000 to,2,26,diff,empty,,
the United Ways India COVID19 fund to help provide medical,2,26,diff,empty,,
beds and BiPAP machines We also invested in charitable,2,26,diff,empty,,
Audits drive continuous improvement Even though most of us worked differently or,0,19,diff,,,
remotely in 2021 we continued to use best practices,12,11,diff,,,
compliance audits at all our locations to confirm,0,0,,,,
In November we started to require US employees,11,26,diff,empty,,
contractors and visitors to be fully vaccinated or undergo,2,26,diff,empty,,
weekly COVID19 testing when onsite at our locations,24,26,diff,empty,,
or when required to meet with customers As the risk,18,12,diff,,,
of COVID19 became more serious with the rise of new,18,26,diff,empty,,
variants we also required everyone to wear masks when,9,26,diff,empty,,
onsite regardless of vaccination status to help reduce,2,26,diff,empty,,
transmission Were proud that as of December 2021 more,12,26,diff,empty,,
than 80 of our US employees are fully vaccinated,2,26,diff,empty,,
Were taking the best of what we learned about new,2,26,diff,empty,,
ways of working to support our employees as we move,11,11,,,,
forward in 2022 As conditions allow weve been excited,12,11,diff,,,
to welcome employees back to our locations While we recognize productive work can be done in many places,11,26,diff,empty,,
based on the number of employees work performed,11,26,diff,empty,,
and risk In 2021 we conducted 33 audits of our largest,18,12,diff,,,
locations We also had 10 inspections from outside,0,26,diff,empty,,
interactions while also providing the flexible work options,8,26,diff,empty,,
We prioritize our environmental and safety management system certifications on,9,9,,,,
manufacturing sites with 25 or more employees who perform productionrelated,11,15,diff,,,
activities With this criterion sites may be required to achieve certification or may,12,26,diff,empty,,
drop from inclusion over time We modified how we count locations where a complex,8,7,diff,,,
of buildings that were once individually certified are now considered as one certified,14,26,diff,empty,,
location Our thirdparty auditor Det Norske Veritas concurs with our program and,12,26,diff,empty,,
criteria Currently we have 16 manufacturing locations certified to ISO 14001 and ISO,14,15,diff,,,
45001 which covers all our inscope sites Additionally weve committed to certifying,12,26,diff,empty,,
two manufacturing sites Artegna Italy and Devens Massachusetts from recent,15,15,,,,
acquisitions by 2024 An additional four independent locations are certified,6,26,diff,empty,,
Our new Hybrid Workplace Option provides a voluntary option for those employees in the US Puerto Rico,8,8,,,,
Well continue to evaluate where and how work can be done,12,26,diff,empty,,
with employee health and safety a top consideration Were,9,9,,,,
Canada Mainland China and Hong Kong who have roles,12,26,diff,empty,,
confident that by working together and taking additional,12,11,diff,,,
where they can work effectively both at their work location,15,26,diff,empty,,
steps to protect each other we can help our company,10,26,diff,empty,,
and remotely With this option employees who spend more,11,26,diff,empty,,
than 50 of their time at their primary locations have the,8,26,diff,empty,,
flexibility to work remotely the remainder of the work week,11,3,diff,,,
Our Asia Pacific Business Center APBC and Poland Environmental Health and Safety teams,9,9,,,,
each won awards from regional safety organizations in 2021,14,6,diff,,,
For the 10th year the Ministry of Manpower and Workplace Safety and Health Council honored,9,9,,,,
our APBC located in Singapore This year the organization recognized us with the Workplace,8,8,,,,
Safety Health Silver Award In Poland we received first place in the Health and Safety The,14,6,diff,,,
Best Employer Advisor competition organized by the Regional Labor Government Inspector and,4,11,diff,,,
Additionally a safety project at our Jundia Brazil plant won first place in the Thermal Category of the DuPont Awards for Occupational Safety and Health This award recognizes that we replaced our flameproof protective garments with a new customized suit that reduces the burn rate from 53 to 21 and increases the chances of survival from 45 to 805,9,9,,,,
We take a holistic view toward employee wellbeing encompassing physical mental emotional and financial health,9,9,,,,
higher levels of burnout while 40 reported declines in worklife,9,26,diff,empty,,
balance Our own Global Voices annual employee engagement,8,8,,,,
survey echoed those findings Wellbeing and balance surfaced,9,26,diff,empty,,
as critical priorities as our employees faced multiple demands at,9,26,diff,empty,,
work home from customers and in their communities,10,26,diff,empty,,
Because its important we help each other balance these,12,26,diff,empty,,
demands were always evaluating how to further enhance,12,26,diff,empty,,
our benefit offerings and other programs to support,12,26,diff,empty,,
employee wellbeing In late 2021 we announced new and,9,8,diff,,,
for our health benefits with the flexibility to care for their,2,11,diff,,,
We added a new Caregiver Leave benefit that provides up to two weeks paid time off to eligible employees to care for,11,26,diff,empty,,
The new Caregiver Leave policy is in addition to paid time off for parental leave We also expanded our Parental Leave benefit from four weeks to six weeks paid time off,11,12,diff,,,
Earlier in the year we added a free premium member,12,26,diff,empty,,
ship to Calm a leading app for sleep meditation and,2,26,diff,empty,,
also available to employee family members is part of,8,8,,,,
the holistic benefits and programs we offer to support,2,11,diff,,,
employee wellbeing including a free global and confi,9,8,diff,,,
Pandemic prompts parents and caretakers to form new employee resource group Even before the pandemic upended our lives parents,5,8,diff,,,
and caretakers felt the squeeze of balancing jobs and families Almost overnight some employees were juggling parenting work and schoolsometimes with everyone at the same kitchen tablewhile others were trying to look after older relatives To create a community of support and resources a group of employees formed our Parents CareTakers PaCT Employee Resource Group ERG,2,8,diff,,,
PaCTs mission is to act as an advocate and change agent for working parents and caretakers increasing visibility to their challenges and removing barriers In its first year PaCT initiated the effort to add breast milk shipping as a reimbursable benefit for Rockwell employees traveling overnight for business According to the annual Society for Human Resource Management SHRM Benefits Survey we are one of only a small percentage of companies that offer this benefit,2,11,diff,,,
With more than 250 global members PaCT is our newest of 14 ERGs Overall we have 61 ERG chapters across 21 countries with more than 6000 members,8,26,diff,empty,,
We also created a Balance Resources information hub with quizzes webinars,12,26,diff,empty,,
Lunch Learns videos podcasts and links to books articles and more information,2,26,diff,empty,,
Seeking to destigmatize mental health many of our employees shared stories about,9,9,,,,
their personal challenges and how theyre trying to find balance,10,26,diff,empty,,
A healthy balance is a key way to show each other we carethat we see one another,9,26,diff,empty,,
as whole individuals with vibrant and dynamic lives and recognize that each of us have,10,26,diff,empty,,
had different experiences over the past two years Through our Global Voices survey,8,26,diff,empty,,
one of our most important checkpoints for feedback we listened and we heard,12,26,diff,empty,,
our employees We added Support Balance for Everyone as part of the values and,10,0,diff,,,
behaviors outlined in our 2022 Strategic Framework which is our company roadmap,3,26,diff,empty,,
The roadmap starts with culture signi fying culture is foundational to all we do,8,8,,,,
everyone can and wants to do their best,10,26,diff,empty,,
This is a common refrain for us but its,4,26,diff,empty,,
so much more than a platitude Our four,4,26,diff,empty,,
life Culture is our way of doing things,8,8,,,,
us around the world Its how we show,3,26,diff,empty,,
Strengthen our commitment to integrity diversity and inclusion,8,7,diff,,,
Be willing to compare ourselves to the best alternatives,4,26,diff,empty,,
opportunity to have a great day every day And,2,26,diff,empty,,
Global Market Access is one of 400 global,4,26,diff,empty,,
after the past two years there was no better time,12,26,diff,empty,,
for us to come together to define what a great,23,26,diff,empty,,
said The most gratifying thing is witnessing how,4,26,diff,empty,,
day looks like and how to have more of those together To do that we launched our Culture Workshops in June 2021 These new workshops connect a crosssection of employees to explore as a group why culture matters what we can do,8,8,,,,
each one of them impacts our culture through,8,8,,,,
Our goal is to have all our 24500 employees,11,26,diff,empty,,
and how each of us plays an important role in our,10,26,diff,empty,,
complete the Culture Workshops by the end of,2,8,diff,,,
2022 and to integrate the workshops into our,2,26,diff,empty,,
and helping to shape our own employee path,8,8,,,,
A critical part of our culture is our commitment to diversity equity and inclusion DEI,8,8,,,,
to do more and act faster In 2021,12,26,diff,empty,,
We named Bobby Griffin as our first Chief Diversity Equity and Inclusion Officer He brings more than 25 years of diversity and,8,7,diff,,,
leaders to develop customized plans for each of their business units and functional,3,26,diff,empty,,
areas to attract develop and retain diverse talent at all levels including key roles,8,8,,,,
We started a formal Sponsorship Across Difference program in which each of our 300 directors vice presidents and senior vice presidents was asked to initiate,7,26,diff,empty,,
a sponsorship relationship with at least one employee below the director level of,8,7,diff,,,
SVP of Lifecycle Services and AAPN executive sponsor and Lucia Loza,15,26,diff,empty,,
a different gender race or ethnicity Unlike mentors who advise sponsors act,8,26,diff,empty,,
US Race Ethnicity FY21 BASED ON 8K US EMPLOYEES,8,26,diff,empty,,
n n 10 Asian n 5 Latinx n 75 White n,8,26,diff,empty,,
Company honors Several organizations recognized our continued efforts to build,12,26,diff,empty,,
a diverse equitable and inclusive workforce and culture,8,8,,,,
DiversityInc named us to its Noteworthy Companies for Diversity,8,6,diff,,,
list for the fourth consecutive year and to its Top Companies for,18,26,diff,empty,,
Employee Resource Groups list for the first time ranking us 15th,8,8,,,,
Forbes named us to its Americas Best Employers for Diversity 2021 list Companies were selected based on an independent survey of more than 50000 US employees,8,6,diff,,,
marking survey and report measuring corporate policies and,12,26,diff,empty,,
practices related to LGBTQ workplace equality This was the ninth,8,8,,,,
Employee honors The Society of Women Engineers SWE honored,8,8,,,,
the advancement of women in the engineering profes,8,26,diff,empty,,
Supporting Women in Engineering ERG in 2006 and has,8,26,diff,empty,,
been a longtime student mentor through SWE FIRST,2,26,diff,empty,,
Diversity Equity and Inclusion project manager as a,8,7,diff,,,
2021 STEP Ahead Award honoree and Jai Aja enterprise,12,26,diff,empty,,
Leader Shari was honored for her work to help build a,2,26,diff,empty,,
diverse talent pipeline and her many volunteer efforts,8,8,,,,
Often theres an affinity bias to sponsorship with relation,4,26,diff,empty,,
ships formed across sameness someone like us But with,4,26,diff,empty,,
inclusive culture by ensuring leaders are not advocating,8,8,,,,
only for people like them Leaders leverage their entire,4,26,diff,empty,,
talent pool women and people of color included which also,8,8,,,,
We supported our leaders success as sponsors with,12,26,diff,empty,,
Throughout Rockwell we invested in enhancing our ability,2,26,diff,empty,,
to lead diverse teams and build equity into the employee,8,8,,,,
experience so everyone has an opportunity to grow,8,26,diff,empty,,
develop and thrive Equity is providing the support each person needs and that varies depending on an individuals,2,6,diff,,,
We launched Managing Across Difference training for our 2969 global people managers The training is designed,8,8,,,,
strategies and tools for building trust psychological safety,9,6,diff,,,
coleads Rockwells Women in the Field ERG and serves,8,26,diff,empty,,
as chair of her local Women in Manufacturing chapter,8,15,diff,,,
and inclusion all of which are critical to fostering a greater,8,7,diff,,,
sense of belonging We piloted the training first with a,8,8,,,,
select group of managers of early career talent followed by,8,8,,,,
300 employees at the director level and above Ultimately,7,7,,,,
well roll out a version of the Managing Across Difference,4,26,diff,empty,,
To further develop our diverse talent we sent more than,8,8,,,,
100 employees to leadership training programs hosted by,8,8,,,,
the Executive Leadership Council ELC and the Hispanic,8,8,,,,
ELCs mission is to increase the number of successful,2,26,diff,empty,,
Black executives in the US and internationally while the,8,26,diff,empty,,
HACRs mission is to advance the inclusion of Hispanics in,8,7,diff,,,
Using language to fight bias foster belonging Language can help us build relationships and forge connections But it can also create barriers that impact someones,8,8,,,,
sense of belonging Our biases can show up in the words we use especially those related to race ethnicity culture,8,8,,,,
gender religion or perspective Even in science and technology some general language and technical terms that have been,8,26,diff,empty,,
As part of our DEI commitment we launched our,8,26,diff,empty,,
Adopting Inclusive Terminology initiative Our goal is to,8,26,diff,empty,,
whitelist black hat hacker and white hat hacker,1,26,diff,empty,,
avoiding offensive and biased language in our products,0,26,diff,empty,,
and content The initiative is led by a crossfunctional,12,26,diff,empty,,
products with millions of words to describe them,15,26,diff,empty,,
Were also working with industry peers and standards,12,11,diff,,,
organizations to identify and replace such terms and,12,26,diff,empty,,
Our criteria for change includes terms that are profane,12,26,diff,empty,,
or derogatory contain unconscious bias in relation to,4,26,diff,empty,,
Adopting Inclusive Terminology is about far more than,8,26,diff,empty,,
replacing words Its about being thoughtful and inten,23,26,diff,empty,,
tional ensuring that we use language in a mindfully,8,26,diff,empty,,
status or political views or evoke violent metaphors,4,26,diff,empty,,
We developed and expanded our relationships with key,3,26,diff,empty,,
As a leader in our industry we remained out front as a,3,26,diff,empty,,
partners including AfroTech the Society of Asian Scientists,8,26,diff,empty,,
voice and advocate for driving DEI We led another series,2,26,diff,empty,,
and Engineers and the Society of Hispanic Professional,8,26,diff,empty,,
of Bold Conversations at our annual Automation Fair,4,26,diff,empty,,
Engineers We hosted recruiting booths at each of their,4,26,diff,empty,,
event held inperson and virtually in 2021 We held five,12,26,diff,empty,,
national conferences to connect with the thousands of,12,26,diff,empty,,
discussions including How to be an Ally in a Time of Crisis,18,26,diff,empty,,
technical professionals and students that attended Overall we extended more than 47 job offers onsite at,8,26,diff,empty,,
Creating a Psychologically Safe Workplace the Impact on Attracting and Retaining Talent and Inclusion in a Hybrid,8,8,,,,
Work Environment We also hosted two ondemand DEI,10,26,diff,empty,,
At the higher education level we held our inaugural HBCU,2,26,diff,empty,,
Later in this report well share how were partnering with,4,4,,,,
Day HCBUs are a staple in the Black community with a,10,10,,,,
industry peers academia and nonprofits to prepare the,12,26,diff,empty,,
rich history Today there are more than 100 HBCUs that,12,26,diff,empty,,
diverse workforce of tomorrow and increase access to,8,11,diff,,,
enroll 228000 students We held a virtual event with a,2,26,diff,empty,,
welcome from our Senior Vice President and Chief Supply,17,26,diff,empty,,
Chain Officer Ernest Nicolas and an overview of our DEI,7,26,diff,empty,,
commitment from Bobby Griffin Our hiring managers and,8,26,diff,empty,,
We start with our Code of Conduct which details the,0,26,diff,empty,,
rules we follow and provides a framework for all our,12,26,diff,empty,,
decisions and behaviors Updated in 2020 our refreshed,12,26,diff,empty,,
Code of Conduct reinforces our commitments to integrity,0,0,,,,
Our rigorous commitment to ethics and integrity is firmly ingrained in our culture and guides our every action,0,0,,,,
each other customers and partners the company and the communities where Rockwell employees live and work,10,26,diff,empty,,
In 2021 we provided a comprehensive introduction to our new Code in our Annual Ethics Training which 100 of our Board of Directors employees and contractors completed,0,6,diff,,,
Typically each years training focuses on several topics,2,8,diff,,,
within the Code but for 2021 we reviewed each of the Codes,12,26,diff,empty,,
Also last year we significantly expanded the reach and,12,26,diff,empty,,
content of our workplace harassment training For the first,8,8,,,,
time in 2021 we required each of our 2969 global people,10,26,diff,empty,,
of our Board of Directors employees and contractors completed Annual Ethics Training,0,6,diff,,,
managers to complete the scenariobased training that now,8,8,,,,
includes all forms of harassment and can be customized to,8,26,diff,empty,,
Ethics and integrity are among our highest scoring drivers,0,0,,,,
of employee engagement nurtured and cultivated through a,8,8,,,,
strong speak up mindset A hallmark of that mindset is our,0,26,diff,empty,,
independent Ombuds program that reports directly to the,12,26,diff,empty,,
Since 1985 our Ombuds has become a trusted resource,0,26,diff,empty,,
for colleagues and others to seek advice share concerns,12,4,diff,,,
and report allegations of wrongdoing and possible Code of,0,26,diff,empty,,
Conduct violations We were one of the first US companies,0,26,diff,empty,,
to form an Ombuds office which now includes regional,12,26,diff,empty,,
Ombuds in Latin America the Europe Middle East and,12,26,diff,empty,,
During 2021 the Ombuds received 490 contacts consistent,12,26,diff,empty,,
with the annual range of between 400 and 500 contacts for,12,26,diff,empty,,
the past five years At 34 our anonymous contact rate is significantly lower than the global benchmark of 58,0,26,diff,empty,,
reflecting a high degree of trust from our employees As,0,26,diff,empty,,
typical of other global companies North America represents,18,26,diff,empty,,
the highest percentage of Ombuds contacts However our,0,26,diff,empty,,
contacts from outside of North America grew to 42 last,3,26,diff,empty,,
The office of the Ombuds performed more than 100 investi,12,26,diff,empty,,
gations and substantiated nearly 60 of them a rate signifi,12,26,diff,empty,,
cantly higher than the global benchmark This indicates,18,26,diff,empty,,
and the company has a strong investigation process,0,26,diff,empty,,
A Worlds Most Ethical Company Ethisphere a global leader in defining and advancing,0,26,diff,empty,,
us as one of the Worlds Most Ethical Companies for,0,26,diff,empty,,
the 13th time in 2021 The highly soughtafter honor,12,26,diff,empty,,
ties they serve said Ethisphere CEO Timothy Erblich,0,26,diff,empty,,
lead on earning the trust of stakeholders through,10,26,diff,empty,,
resilience and a commitment to ethics and integrity,0,0,,,,
Annually we honor colleagues whose courageous actions and choices demonstrate our ethical values Our annual Global Integrity Champions have spanned all business units organizational levels and regions with each,0,0,,,,
making the right decision when faced with a difficult ethical choice,0,26,diff,empty,,
For our 2021 champion Stefano Pini that decision came after someone,4,26,diff,empty,,
tried to bribe him for passwords to a customers network Stefano is an,0,26,diff,empty,,
Italybased software solutions sales engineer who works for ASEM a,15,26,diff,empty,,
Rockwell company As directed in Rockwell and ASEMs antibribery and,15,26,diff,empty,,
corruption policies Stefano immediately refused and reported the matter,0,0,,,,
to his manager Our Ombuds office notified the Italian criminal authorities,12,26,diff,empty,,
and informed the customer someone was attempting to breach their,1,22,diff,,,
We also recognized two employees as Honorable Mentions Canninah Mapena,7,26,diff,empty,,
country sales director South Africa faced multiple ethics and compliance,0,12,diff,,,
challenges including the discovery of a major theft ring Canninah bravely,0,26,diff,empty,,
reported the issue and worked closely with our security team and police to,1,22,diff,,,
crack the ring even when her personal safety appeared at risk Shes also,9,6,diff,,,
fostered a speak up mindset and has organized town hall sessions engaging,10,26,diff,empty,,
our hundreds of South African employees for candid discussions with her our,0,26,diff,empty,,
Marcelo Tarkieltaub regional director Southeast Asia hired someone he,3,7,diff,,,
knew and recommended to Rockwell But when he suspected his new hire,8,26,diff,empty,,
of behavior that violated our Code of Conduct he reported the behavior and,0,26,diff,empty,,
stepped aside to ensure our Ombuds office could conduct a fair and impartial,12,26,diff,empty,,
investigation When those violations were confirmed and substantiated,0,26,diff,empty,,
Marcelo supported the separation of his recent hire,8,26,diff,empty,,
Stefano Canninah and Marcelo all reflect why we have earned a valued,0,26,diff,empty,,
reputation for integrity We work hard to meet business goals but never at,0,0,,,,
We focus our environmental stewardship on reducing energy waste and water use,19,19,,,,
As part of our 2030 carbon neutral goal Scopes 1 and 2,24,21,diff,,,
projects that we estimate will eliminate more than 4500 metric tons of CO2 annually Thats equivalent to taking more than 1000 cars off the road and saving enough energy to,24,24,,,,
program in Europe with Tauron Polska Energia that will,12,26,diff,empty,,
provide green energy with zero emissions to our Katowice,24,21,diff,,,
upgraded to LED lighting on its production floor,24,26,diff,empty,,
